alert_id,timestamp,priority,status,category,driver_id,driver_name,driver_initials,driver_company,alert_type,zone,sla_met,sla_target_hours,resolution_hours,assigned_team,operator_id,operator_name,operator_initials,operator_role
ALT005664,2026-05-22T02:46:50,low,closed,Hourly Rental,DRV10422,Salim Al Owais,SO,Al Naboodah Transport,Tampered Meter,Jebel Ali,no,24,57.9,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT002965,2026-05-22T02:44:52,medium,escalated,Limousine & E-Hail,DRV11814,Yousef Al Nuaimi,YN,Hala Rides,Reckless Lane Change,Al Rashidiya,no,12,92.2,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT008067,2026-05-22T02:44:14,medium,closed,Taxi,DRV11809,Fadi Al Marri,FM,Metro Taxi,Lane Discipline,Downtown Dubai,yes,12,9.9,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT003165,2026-05-22T02:37:21,high,closed,Public Bus,DRV10892,Ahmed Al Awadhi,AA,Emirates Transport,Route Deviation,Jumeirah,no,4,12.3,Traffic Operations A,OP004,Mariam Khan,MK,Junior Operator
ALT002129,2026-05-22T02:36:30,medium,fined,School Bus,DRV10336,Karim Al Mansouri,KM,School Transport Services,Failure to Yield,Business Bay,no,12,14.7,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT007574,2026-05-22T02:34:30,low,closed,Taxi,DRV11617,Omar Al Maktoum,OM,Citi Taxi,Tampered Meter,Deira,no,24,47.0,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT008056,2026-05-22T02:31:11,high,new,Taxi,DRV12365,Fadi Al Hashimi,FH,Metro Taxi,Tampered Meter,Downtown Dubai,yes,4,3.9,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT004872,2026-05-22T02:30:29,low,escalated,Taxi,DRV10446,Saeed Al Marri,SM,Metro Taxi,Lane Discipline,Business Bay,no,24,29.5,Traffic Operations B,OP008,Faisal Al Marri,FM,Junior Operator
ALT007248,2026-05-22T02:27:41,medium,closed,Limousine & E-Hail,DRV12172,Khalid Al Falasi,KF,Yango Premium,Failure to Yield,Downtown Dubai,no,12,13.4,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT003286,2026-05-22T02:25:52,low,closed,Taxi,DRV12278,Mansour Al Hammadi,MH,Cars Taxi,Unauthorized Stop,Dubai Marina,no,24,50.0,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT004648,2026-05-22T02:23:18,high,closed,Limousine & E-Hail,DRV11217,Hamad Al Hashimi,HH,Uber Fleet,Failure to Yield,Business Bay,yes,4,1.2,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT006732,2026-05-22T02:22:52,high,in_progress,Taxi,DRV11262,Nasser Al Naqbi,NN,Dubai Taxi Corporation,Lane Discipline,Jumeirah,yes,4,1.7,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT002066,2026-05-22T02:18:05,medium,escalated,Public Bus,DRV11710,Fadi Al Tayer,FT,Emirates Transport,Reckless Lane Change,Al Rashidiya,no,12,29.7,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT006063,2026-05-22T02:07:43,medium,closed,Taxi,DRV11876,Saeed Al Hashimi,SH,National Taxi,Lane Discipline,Dubai Sports City,yes,12,8.2,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT004079,2026-05-22T02:03:58,low,new,Limousine & E-Hail,DRV10359,Faisal Al Mazrouei,FM,Genie Limousine,Tampered Meter,Deira,yes,24,1.5,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT000923,2026-05-22T02:00:25,low,new,Taxi,DRV10320,Khalid Al Naqbi,KN,Metro Taxi,Reckless Lane Change,Jebel Ali,yes,24,3.1,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT003262,2026-05-22T01:57:15,low,fined,Taxi,DRV10860,Khalid Al Maktoum,KM,Cars Taxi,Failure to Yield,Dubai Marina,yes,24,19.1,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT001010,2026-05-22T01:55:29,medium,closed,Limousine & E-Hail,DRV12339,Karim Al Tayer,KT,Careem,Reckless Lane Change,Silicon Oasis,yes,12,5.0,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT002037,2026-05-22T01:51:53,medium,closed,Public Bus,DRV11643,Omar Al Falasi,OF,RTA Public Buses,Red Light Violation,Al Quoz,yes,12,7.3,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT005723,2026-05-22T01:43:15,high,closed,Taxi,DRV12439,Ayman Al Awadhi,AA,Dubai Taxi Corporation,Reckless Lane Change,Al Barsha,no,4,4.6,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT000883,2026-05-22T01:39:53,medium,escalated,Marine,DRV11829,Salim Al Hashimi,SH,Dubai Marine Transport,Tampered Meter,Deira,no,12,40.4,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT001844,2026-05-22T01:38:23,low,closed,Hourly Rental,DRV10854,Sultan Al Maktoum,SM,Al Naboodah Transport,Speeding (>20 km/h over),Jumeirah,no,24,78.5,Traffic Operations A,OP004,Mariam Khan,MK,Junior Operator
ALT003261,2026-05-22T01:34:27,high,new,Marine,DRV10212,Adel Al Hashimi,AH,Dubai Marine Transport,Mobile Phone Usage,Al Rashidiya,yes,4,3.9,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT003249,2026-05-22T01:31:35,medium,closed,Taxi,DRV12112,Omar Al Shamsi,OS,Arabia Taxi,Unauthorized Pickup,Deira,yes,12,8.1,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT004893,2026-05-22T01:31:27,low,closed,Public Bus,DRV10172,Walid Al Shamsi,WS,RTA Public Buses,Red Light Violation,JBR,no,24,45.9,Field Response Team,OP023,Ziad Al Falasi,ZF,Operator
ALT007371,2026-05-22T01:31:26,high,escalated,Taxi,DRV11931,Ahmed Al Maktoum,AM,Cars Taxi,Mobile Phone Usage,Al Quoz,no,4,8.4,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT000407,2026-05-22T01:29:55,medium,escalated,School Bus,DRV12301,Faisal Al Nuaimi,FN,Emirates Transport,Red Light Violation,Business Bay,no,12,44.1,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT002196,2026-05-22T01:29:08,medium,closed,Limousine & E-Hail,DRV12055,Hamad Al Owais,HO,Careem,Speeding (>20 km/h over),Al Rashidiya,no,12,21.2,Field Response Team,OP023,Ziad Al Falasi,ZF,Operator
ALT004338,2026-05-22T01:26:14,medium,new,Marine,DRV11216,Yousef Al Naqbi,YN,Dubai Marine Transport,Mobile Phone Usage,Jumeirah,yes,12,3.1,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT001768,2026-05-22T01:20:45,low,closed,Taxi,DRV11894,Sultan Al Awadhi,SA,Metro Taxi,Unauthorized Pickup,Dubai Sports City,no,24,27.0,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT003608,2026-05-22T01:16:13,high,new,Taxi,DRV11961,Mahmoud Al Suwaidi,MS,Dubai Taxi Corporation,Lane Discipline,Al Barsha,yes,4,1.8,Traffic Operations B,OP007,Hassan Al Tayer,HT,Operator
ALT000700,2026-05-22T01:15:50,high,in_progress,School Bus,DRV10379,Ziad Al Suwaidi,ZS,Emirates Transport,Mobile Phone Usage,Jebel Ali,no,4,6.0,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT007846,2026-05-22T01:13:26,medium,closed,Taxi,DRV11199,Tariq Al Nuaimi,TN,Citi Taxi,Unsafe Distance,Mirdif,yes,12,3.3,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT000115,2026-05-22T01:11:54,medium,new,Taxi,DRV10977,Ibrahim Al Hashimi,IH,Cars Taxi,Route Deviation,Business Bay,yes,12,0.1,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT007285,2026-05-22T01:11:30,low,closed,Limousine & E-Hail,DRV12171,Ahmed Al Tayer,AT,Hala Rides,Tampered Meter,Business Bay,no,24,49.0,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT002678,2026-05-22T01:11:02,high,in_progress,Limousine & E-Hail,DRV10019,Walid Al Qassimi,WQ,Genie Limousine,Tampered Meter,Downtown Dubai,yes,4,2.0,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT006032,2026-05-22T01:06:35,low,closed,Public Bus,DRV10087,Walid Al Naqbi,WN,RTA Public Buses,Mobile Phone Usage,Al Quoz,yes,24,19.7,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT003657,2026-05-22T01:04:39,low,closed,Taxi,DRV10068,Khalid Al Mazrouei,KM,Dubai Taxi Corporation,Reckless Lane Change,Al Qusais,yes,24,6.1,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT001349,2026-05-22T00:55:58,low,closed,Limousine & E-Hail,DRV11543,Adel Al Hashimi,AH,Yango Premium,Tampered Meter,Dubai Marina,yes,24,8.5,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT006308,2026-05-22T00:48:59,low,closed,Hourly Rental,DRV11437,Omar Al Mazrouei,OM,Careem,Mobile Phone Usage,Dubai Sports City,yes,24,3.0,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT004395,2026-05-22T00:39:35,low,closed,Marine,DRV10823,Rashid Al Mansouri,RM,Dubai Marine Transport,Unsafe Distance,Dubai Marina,no,24,27.6,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT001704,2026-05-22T00:33:37,medium,escalated,Taxi,DRV10928,Nasser Al Owais,NO,Arabia Taxi,Route Deviation,Dubai Investment Park,no,12,72.0,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT006585,2026-05-22T00:33:24,low,closed,Hourly Rental,DRV10234,Yousef Al Shamsi,YS,Hala Rides,Unsafe Distance,Al Barsha,yes,24,4.2,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT007833,2026-05-22T00:33:01,medium,new,Public Bus,DRV11701,Ibrahim Al Marri,IM,RTA Public Buses,Excessive Idling,Downtown Dubai,yes,12,2.6,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT005548,2026-05-22T00:32:00,medium,closed,Hourly Rental,DRV11072,Mahmoud Al Nuaimi,MN,Al Naboodah Transport,Reckless Lane Change,JBR,yes,12,6.1,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT000740,2026-05-22T00:26:19,low,closed,Taxi,DRV11353,Nasser Al Awadhi,NA,Dubai Taxi Corporation,Red Light Violation,Downtown Dubai,no,24,25.9,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT001607,2026-05-22T00:24:01,low,in_progress,Limousine & E-Hail,DRV10555,Ibrahim Al Tayer,IT,Uber Fleet,Unauthorized Stop,Deira,yes,24,5.8,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT004456,2026-05-22T00:18:36,medium,new,Public Bus,DRV12136,Karim Al Awadhi,KA,RTA Public Buses,Failure to Yield,Al Barsha,yes,12,3.6,Field Response Team,OP023,Ziad Al Falasi,ZF,Operator
ALT008490,2026-05-22T00:18:32,high,closed,Taxi,DRV11715,Hamad Al Hashimi,HH,Metro Taxi,Failure to Yield,Dubai Sports City,yes,4,3.1,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT000226,2026-05-22T00:16:17,medium,closed,Taxi,DRV12138,Ziad Al Falasi,ZF,Arabia Taxi,Lane Discipline,Jumeirah,no,12,32.5,Traffic Operations B,OP008,Faisal Al Marri,FM,Junior Operator
ALT001399,2026-05-22T00:15:12,high,new,Limousine & E-Hail,DRV10307,Tariq Al Hammadi,TH,Genie Limousine,Unsafe Distance,Deira,yes,4,1.9,Traffic Operations A,OP004,Mariam Khan,MK,Junior Operator
ALT001357,2026-05-22T00:14:03,high,closed,Taxi,DRV12385,Walid Al Qassimi,WQ,Citi Taxi,Lane Discipline,Downtown Dubai,yes,4,3.6,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT006280,2026-05-22T00:13:55,medium,closed,Public Bus,DRV12498,Mahmoud Al Tayer,MT,Emirates Transport,Excessive Idling,Silicon Oasis,yes,12,8.9,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT004554,2026-05-22T00:12:37,medium,escalated,Limousine & E-Hail,DRV11071,Walid Al Marri,WM,Yango Premium,Unsafe Distance,JBR,no,12,41.4,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT003453,2026-05-22T00:10:31,high,closed,Taxi,DRV12454,Ziad Al Falasi,ZF,Citi Taxi,Unsafe Distance,Jumeirah,no,4,11.4,Field Response Team,OP023,Ziad Al Falasi,ZF,Operator
ALT003250,2026-05-22T00:07:18,medium,fined,Taxi,DRV11614,Faisal Al Awadhi,FA,Arabia Taxi,Excessive Idling,Al Rashidiya,no,12,16.6,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT004310,2026-05-22T00:02:52,low,closed,Taxi,DRV11945,Ahmed Al Nuaimi,AN,Cars Taxi,Excessive Idling,Jumeirah,no,24,26.6,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT000087,2026-05-22T00:00:32,low,closed,School Bus,DRV11846,Adel Al Mansouri,AM,School Transport Services,Unauthorized Stop,Downtown Dubai,no,24,45.3,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT005213,2026-05-21T23:58:36,medium,new,Taxi,DRV11788,Ahmed Al Nuaimi,AN,Metro Taxi,Reckless Lane Change,Deira,yes,12,3.3,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT003041,2026-05-21T23:53:12,high,closed,Hourly Rental,DRV11064,Ahmed Al Marri,AM,Al Naboodah Transport,Lane Discipline,JBR,no,4,4.5,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT002656,2026-05-21T23:48:43,high,closed,Taxi,DRV12281,Ibrahim Al Nuaimi,IN,Dubai Taxi Corporation,Red Light Violation,Al Barsha,yes,4,2.9,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT003449,2026-05-21T23:44:11,low,fined,Hourly Rental,DRV11059,Tariq Al Naqbi,TN,Careem,Lane Discipline,Al Barsha,no,24,25.8,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT005380,2026-05-21T23:38:58,low,closed,Taxi,DRV10330,Mohammed Al Mazrouei,MM,National Taxi,Red Light Violation,Al Rashidiya,yes,24,6.0,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT008169,2026-05-21T23:33:52,medium,closed,Taxi,DRV12066,Nasser Al Falasi,NF,Arabia Taxi,Unauthorized Pickup,Business Bay,yes,12,2.3,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT006406,2026-05-21T23:33:32,high,in_progress,Limousine & E-Hail,DRV12339,Karim Al Tayer,KT,Careem,Unsafe Distance,JBR,yes,4,3.2,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT007199,2026-05-21T23:32:29,low,closed,Public Bus,DRV11867,Adel Al Maktoum,AM,Emirates Transport,Tampered Meter,Jumeirah,no,24,43.1,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT007851,2026-05-21T23:28:58,medium,new,Public Bus,DRV10846,Ibrahim Al Suwaidi,IS,RTA Public Buses,Excessive Idling,Business Bay,yes,12,0.2,Traffic Operations B,OP007,Hassan Al Tayer,HT,Operator
ALT003463,2026-05-21T23:28:04,low,closed,Limousine & E-Hail,DRV11825,Karim Al Mansouri,KM,Yango Premium,Unsafe Distance,Deira,no,24,28.5,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT001158,2026-05-21T23:18:03,low,closed,Taxi,DRV12083,Hassan Al Zaabi,HZ,Citi Taxi,Unauthorized Stop,Dubai Marina,no,24,32.4,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT000104,2026-05-21T23:10:52,low,escalated,Taxi,DRV10606,Rashid Al Nuaimi,RN,Cars Taxi,Unauthorized Pickup,Dubai Sports City,yes,24,18.8,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT002340,2026-05-21T23:08:28,low,escalated,Limousine & E-Hail,DRV11156,Fadi Al Nuaimi,FN,Hala Rides,Mobile Phone Usage,JBR,no,24,44.4,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT002741,2026-05-21T23:07:23,medium,new,Public Bus,DRV11318,Fadi Al Hammadi,FH,Emirates Transport,Reckless Lane Change,Downtown Dubai,yes,12,1.6,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT008423,2026-05-21T22:58:58,low,escalated,Taxi,DRV10240,Karim Al Naqbi,KN,Metro Taxi,Speeding (>20 km/h over),Al Qusais,no,24,66.7,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT004756,2026-05-21T22:55:00,medium,closed,Taxi,DRV11076,Sultan Al Shamsi,SS,Citi Taxi,Mobile Phone Usage,Business Bay,no,12,13.1,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT008082,2026-05-21T22:54:05,medium,fined,Marine,DRV10823,Rashid Al Mansouri,RM,Dubai Marine Transport,Excessive Idling,Dubai Marina,no,12,42.6,Field Response Team,OP024,Karim Al Tayer,KT,Junior Operator
ALT005222,2026-05-21T22:52:07,low,escalated,Public Bus,DRV11942,Sultan Al Shamsi,SS,Emirates Transport,Unauthorized Stop,Al Rashidiya,no,24,92.3,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT005368,2026-05-21T22:51:48,medium,in_progress,Taxi,DRV10057,Saeed Al Naqbi,SN,Arabia Taxi,Unauthorized Pickup,Business Bay,yes,12,10.0,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT004789,2026-05-21T22:51:08,medium,escalated,Hourly Rental,DRV12412,Yousef Al Marri,YM,Al Naboodah Transport,Reckless Lane Change,Dubai Sports City,no,12,31.4,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT006154,2026-05-21T22:48:08,low,new,Hourly Rental,DRV12265,Nasser Al Mansouri,NM,Careem,Mobile Phone Usage,Al Quoz,yes,24,1.0,Traffic Operations A,OP004,Mariam Khan,MK,Junior Operator
ALT005613,2026-05-21T22:42:56,low,escalated,Public Bus,DRV11701,Ibrahim Al Marri,IM,RTA Public Buses,Mobile Phone Usage,Dubai Marina,no,24,36.8,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT001671,2026-05-21T22:37:12,low,new,Taxi,DRV10492,Omar Al Naqbi,ON,National Taxi,Reckless Lane Change,Al Rashidiya,yes,24,1.3,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT000431,2026-05-21T22:36:45,low,closed,Public Bus,DRV11952,Mahmoud Al Shamsi,MS,RTA Public Buses,Tampered Meter,Al Barsha,yes,24,4.9,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT005670,2026-05-21T22:32:44,medium,closed,Limousine & E-Hail,DRV11140,Ziad Al Suwaidi,ZS,Hala Rides,Unauthorized Stop,Al Quoz,yes,12,8.1,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT003355,2026-05-21T22:32:30,low,closed,Limousine & E-Hail,DRV11573,Hassan Al Maktoum,HM,Uber Fleet,Unauthorized Pickup,Al Qusais,no,24,48.9,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT006959,2026-05-21T22:25:00,medium,escalated,Taxi,DRV11278,Karim Al Suwaidi,KS,Arabia Taxi,Lane Discipline,Al Rashidiya,no,12,23.8,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT002284,2026-05-21T22:22:20,high,closed,Marine,DRV12045,Adel Al Maktoum,AM,Dubai Marine Transport,Unauthorized Pickup,JBR,no,4,7.0,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT006561,2026-05-21T22:15:37,low,in_progress,Limousine & E-Hail,DRV10942,Rashid Al Qassimi,RQ,Uber Fleet,Lane Discipline,Business Bay,yes,24,6.8,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT000986,2026-05-21T22:11:58,medium,closed,Taxi,DRV12467,Adel Al Marri,AM,Metro Taxi,Tampered Meter,Al Quoz,yes,12,3.5,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT003769,2026-05-21T22:06:42,low,new,Taxi,DRV11234,Mohammed Al Nuaimi,MN,Dubai Taxi Corporation,Speeding (>20 km/h over),Deira,yes,24,3.7,Traffic Operations B,OP007,Hassan Al Tayer,HT,Operator
ALT001202,2026-05-21T22:06:03,low,closed,Limousine & E-Hail,DRV12463,Saeed Al Zaabi,SZ,Yango Premium,Reckless Lane Change,Dubai Marina,no,24,34.6,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT001633,2026-05-21T22:01:55,medium,closed,Taxi,DRV11075,Mahmoud Al Falasi,MF,Arabia Taxi,Failure to Yield,Jebel Ali,yes,12,11.2,Traffic Operations B,OP008,Faisal Al Marri,FM,Junior Operator
ALT002885,2026-05-21T22:00:32,low,new,Taxi,DRV11629,Ibrahim Al Nuaimi,IN,Arabia Taxi,Speeding (>20 km/h over),Deira,yes,24,0.7,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT007198,2026-05-21T22:00:23,medium,closed,Taxi,DRV10689,Fadi Al Falasi,FF,Dubai Taxi Corporation,Excessive Idling,Dubai Marina,no,12,17.4,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT003102,2026-05-21T22:00:03,low,closed,Public Bus,DRV11827,Tariq Al Zaabi,TZ,Emirates Transport,Speeding (>20 km/h over),Downtown Dubai,no,24,28.3,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT007587,2026-05-21T21:59:21,medium,closed,Taxi,DRV12385,Walid Al Qassimi,WQ,Citi Taxi,Speeding (>20 km/h over),Al Rashidiya,yes,12,10.2,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT001327,2026-05-21T21:56:49,low,escalated,Public Bus,DRV12093,Walid Al Hashimi,WH,Emirates Transport,Lane Discipline,Al Rashidiya,no,24,68.8,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT002984,2026-05-21T21:52:29,medium,new,Taxi,DRV10507,Fadi Al Hashimi,FH,Metro Taxi,Unauthorized Stop,Al Quoz,yes,12,3.5,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT000065,2026-05-21T21:49:46,medium,new,Taxi,DRV11299,Ibrahim Al Hashimi,IH,Metro Taxi,Unsafe Distance,Business Bay,yes,12,1.8,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT001072,2026-05-21T21:48:37,low,closed,Hourly Rental,DRV10852,Hamad Al Marri,HM,Al Naboodah Transport,Mobile Phone Usage,Downtown Dubai,no,24,40.6,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT008031,2026-05-21T21:44:37,medium,fined,Public Bus,DRV10495,Faisal Al Marri,FM,RTA Public Buses,Unsafe Distance,Al Barsha,no,12,23.5,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT006815,2026-05-21T21:39:52,low,closed,Limousine & E-Hail,DRV12446,Rashid Al Hashimi,RH,Yango Premium,Reckless Lane Change,Business Bay,yes,24,5.3,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT003632,2026-05-21T21:37:56,medium,in_progress,Public Bus,DRV11319,Faisal Al Mazrouei,FM,Emirates Transport,Red Light Violation,Business Bay,yes,12,7.5,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT001538,2026-05-21T21:28:02,high,closed,Taxi,DRV12418,Hamad Al Falasi,HF,Metro Taxi,Red Light Violation,Deira,yes,4,2.0,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT002336,2026-05-21T21:26:10,low,closed,Taxi,DRV10789,Saeed Al Hashimi,SH,National Taxi,Failure to Yield,Dubai Sports City,yes,24,21.4,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT006035,2026-05-21T21:25:37,low,in_progress,Limousine & E-Hail,DRV10413,Marwan Al Hashimi,MH,Yango Premium,Excessive Idling,Dubai Marina,yes,24,4.0,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT004262,2026-05-21T21:25:22,medium,closed,Taxi,DRV10191,Sultan Al Zaabi,SZ,Dubai Taxi Corporation,Unauthorized Pickup,Dubai Marina,no,12,17.6,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT007464,2026-05-21T21:25:00,medium,in_progress,Taxi,DRV10828,Omar Al Mansouri,OM,Metro Taxi,Lane Discipline,Silicon Oasis,yes,12,0.3,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT000034,2026-05-21T21:23:32,medium,closed,Taxi,DRV10632,Ibrahim Al Zaabi,IZ,Dubai Taxi Corporation,Mobile Phone Usage,Deira,yes,12,2.1,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT000882,2026-05-21T21:21:05,low,in_progress,Hourly Rental,DRV11254,Hamad Al Zaabi,HZ,Hala Rides,Unauthorized Pickup,Business Bay,yes,24,9.5,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT008233,2026-05-21T21:18:32,medium,closed,Limousine & E-Hail,DRV11669,Mahmoud Al Hammadi,MH,Uber Fleet,Unauthorized Pickup,Jumeirah,no,12,13.2,Traffic Operations A,OP004,Mariam Khan,MK,Junior Operator
ALT000549,2026-05-21T21:16:12,low,fined,Taxi,DRV11668,Hamad Al Falasi,HF,Cars Taxi,Unauthorized Pickup,Downtown Dubai,no,24,49.3,Public Transit Unit,OP016,Mansour Al Zaabi,MZ,Junior Operator
ALT002199,2026-05-21T21:15:53,high,closed,Limousine & E-Hail,DRV12092,Nasser Al Shamsi,NS,Careem,Unauthorized Stop,Mirdif,yes,4,2.7,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT003101,2026-05-21T21:13:13,high,in_progress,Public Bus,DRV11453,Nasser Al Naqbi,NN,RTA Public Buses,Lane Discipline,Business Bay,yes,4,2.0,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT004349,2026-05-21T21:02:05,medium,in_progress,Taxi,DRV11881,Ibrahim Al Suwaidi,IS,Citi Taxi,Unsafe Distance,Dubai Sports City,yes,12,1.8,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT004459,2026-05-21T20:55:47,medium,closed,Hourly Rental,DRV10666,Ibrahim Al Owais,IO,Hala Rides,Failure to Yield,Al Qusais,no,12,12.5,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT000668,2026-05-21T20:55:04,low,new,Taxi,DRV11832,Nasser Al Hammadi,NH,Cars Taxi,Unauthorized Stop,Dubai Marina,yes,24,2.6,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT004047,2026-05-21T20:54:02,low,in_progress,Public Bus,DRV10459,Bilal Al Marri,BM,RTA Public Buses,Tampered Meter,Business Bay,yes,24,8.3,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
