alert_id,timestamp,alert_type,alert_label,severity,state,source,category,driver_name,driver_initials,driver_company,vehicle_plate,zone,location,speed_kmh,ai_recommendation,duplicated
TRG001844,2026-05-24T01:37:40,camera,Camera Disconnection,high,acknowledged,ETMP,Taxi,Henry Peters,HP,National Taxi,DXB-O-54977,Al Quoz,Al Meydan Road,,Verify cable connection at next stop,no
TRG000799,2026-05-24T01:36:33,idling,Idling,low,open,MNVR,Taxi,Ivan Mason,IM,Arabia Taxi,DXB-R-27352,Jumeirah,Al Wasl Road,,Flag for daily review,no
TRG002113,2026-05-24T01:34:40,fatigue,Driver Fatigue,high,acknowledged,MNVR,Taxi,Hugo Tucker,HT,Metro Taxi,DXB-G-17933,Deira,Al Rigga Road,,Instruct driver to take mandatory break,no
TRG001409,2026-05-24T01:34:20,camera,Camera Disconnection,low,stafteesh,DS/Teams,Limousine & E-Hail,Edward Rose,ER,Uber Fleet,DXB-B-32718,Jumeirah,Al Wasl Road,,Escalate to fleet maintenance,no
TRG000983,2026-05-24T01:33:23,distraction,Driver Distraction,medium,fined,DS/Teams,Taxi,Felix Torres,FT,National Taxi,DXB-C-54785,Al Quoz,Al Khail Road,,Schedule supervisor review,no
TRG000316,2026-05-24T01:31:43,fatigue,Driver Fatigue,high,investigation,ETMP,Hourly Rental,Peter Franklin,PF,Al Naboodah Transport,DXB-L-66815,Dubai Marina,Marina Walk,,Route to nearest rest stop,no
TRG001735,2026-05-24T01:31:17,fatigue,Driver Fatigue,high,acknowledged,MNVR,Taxi,Erik Parker,EP,National Taxi,DXB-A-59826,Dubai Marina,Al Marsa Street,,Override dispatch — pull from rotation,no
TRG002796,2026-05-24T01:31:02,camera,Camera Disconnection,medium,acknowledged,ETMP,Taxi,Emil Alexander,EA,Cars Taxi,DXB-H-29192,Al Rashidiya,Rashidiya Metro Rd,,Escalate to fleet maintenance,no
TRG000263,2026-05-24T01:30:29,signal,No Signal,high,stafteesh,ETMP,Marine,Hugo Tucker,HT,Dubai Marine Transport,MAR-221,Al Qusais,Beirut Street,,Auto-resolve when signal restored,no
TRG001368,2026-05-24T01:29:19,fatigue,Driver Fatigue,low,fined,DS/Teams,Limousine & E-Hail,Fabian Kennedy,FK,Uber Fleet,DXB-C-20409,Silicon Oasis,Dubai Silicon Oasis Hub,,Override dispatch — pull from rotation,no
TRG002579,2026-05-24T01:25:27,camera,Camera Disconnection,medium,open,ETMP,Limousine & E-Hail,Oliver Lawson,OL,Yango Premium,DXB-B-56164,Downtown Dubai,Financial Center Rd,,Dispatch field tech — recurring issue,no
TRG001747,2026-05-24T01:24:52,harsh,Harsh Driving,high,acknowledged,DS/Teams,Taxi,Michael Hamilton,MH,Cars Taxi,DXB-C-66905,Jumeirah,Umm Suqeim Road,116,Issue coaching alert to driver,yes
TRG000849,2026-05-24T01:24:06,harsh,Harsh Driving,high,investigation,MNVR,Taxi,Leon Turner,LT,Dubai Taxi Corporation,DXB-G-22802,Business Bay,Marasi Drive,114,Issue coaching alert to driver,no
TRG001912,2026-05-24T01:24:00,signal,No Signal,high,investigation,ETMP,School Bus,Gabriel Green,GG,Emirates Transport,DXB-S-1395,Deira,Al Rigga Road,,Re-establish GPS handshake,no
TRG002726,2026-05-24T01:22:08,fatigue,Driver Fatigue,medium,stafteesh,MNVR,Taxi,Stefan Peters,SP,Dubai Taxi Corporation,DXB-M-60145,Downtown Dubai,Mohammed Bin Rashid Blvd,,Route to nearest rest stop,no
TRG002043,2026-05-24T01:20:40,camera,Camera Disconnection,high,acknowledged,DS/Teams,Limousine & E-Hail,Niko Price,NP,Careem,DXB-S-58052,Al Qusais,Al Nahda Road,,Escalate to fleet maintenance,no
TRG002730,2026-05-24T01:19:39,camera,Camera Disconnection,high,open,DS/Teams,Limousine & E-Hail,George Boyd,GB,Careem,DXB-G-75863,Al Rashidiya,Nadd Al Hamar Rd,,Verify cable connection at next stop,no
TRG001156,2026-05-24T01:19:34,harsh,Harsh Driving,high,acknowledged,DS/Teams,Public Bus,Sanjay Scott,SS,RTA Public Buses,DXB-B-8280,Dubai Marina,King Salman Bin Abdulaziz Al Saud St,102,Issue coaching alert to driver,no
TRG002480,2026-05-24T01:18:15,fatigue,Driver Fatigue,medium,investigation,ETMP,Public Bus,Thomas Bailey,TB,RTA Public Buses,DXB-B-6183,Dubai Sports City,Els Club Rd,,Instruct driver to take mandatory break,no
TRG000634,2026-05-24T01:15:14,harsh,Harsh Driving,medium,closed,MNVR,Taxi,Erik Hunter,EH,Dubai Taxi Corporation,DXB-E-32859,Business Bay,Bay Avenue,77,Log for end-of-shift review,no
TRG000909,2026-05-24T01:14:53,distraction,Driver Distraction,low,closed,MNVR,Public Bus,Andre Lawrence,AL,Emirates Transport,DXB-B-2340,Business Bay,Bay Avenue,,Send live coaching prompt to driver,no
TRG001323,2026-05-24T01:13:24,idling,Idling,medium,closed,MNVR,Public Bus,Matteo Carroll,MC,Emirates Transport,DXB-B-3774,Al Barsha,Sheikh Zayed Road,,Auto-close — under 5min,no
TRG001486,2026-05-24T01:12:29,fatigue,Driver Fatigue,high,acknowledged,MNVR,School Bus,Paul Hughes,PH,School Transport Services,DXB-S-5642,Deira,Al Rigga Road,,Route to nearest rest stop,no
TRG002090,2026-05-24T01:12:02,distraction,Driver Distraction,medium,closed,DS/Teams,Marine,Hugo Riley,HR,Dubai Marine Transport,MAR-525,Al Rashidiya,Airport Road,,Issue formal warning — 2nd offense,no
TRG002612,2026-05-24T01:11:51,signal,No Signal,medium,open,MNVR,School Bus,Diego Butler,DB,Emirates Transport,DXB-S-9045,Downtown Dubai,Burj Khalifa Blvd,,Auto-resolve when signal restored,no
TRG000353,2026-05-24T01:09:40,distraction,Driver Distraction,medium,open,MNVR,Taxi,Hans Black,HB,Metro Taxi,DXB-H-96751,JBR,The Walk,,"Acknowledge — minor, log only",no
TRG000598,2026-05-24T01:09:25,idling,Idling,medium,fined,MNVR,Limousine & E-Hail,Chidi Turner,CT,Uber Fleet,DXB-P-58125,Jumeirah,Jumeirah Beach Road,,Flag for daily review,no
TRG001551,2026-05-24T01:09:15,distraction,Driver Distraction,low,open,DS/Teams,Taxi,Andre Lawrence,AL,Citi Taxi,DXB-I-30229,Deira,Gold Souq Street,,Send live coaching prompt to driver,no
TRG000929,2026-05-24T01:09:00,fatigue,Driver Fatigue,high,acknowledged,DS/Teams,Taxi,Kofi Campbell,KC,Cars Taxi,DXB-C-56783,Dubai Marina,Al Marsa Street,,Route to nearest rest stop,no
TRG002534,2026-05-24T01:08:43,camera,Camera Disconnection,high,acknowledged,ETMP,School Bus,Oliver Wallace,OW,Emirates Transport,DXB-S-7913,JBR,The Beach Promenade,,Verify cable connection at next stop,no
TRG001519,2026-05-24T01:07:04,camera,Camera Disconnection,high,closed,DS/Teams,Taxi,Paul Hart,PH,Arabia Taxi,DXB-R-58147,Dubai Marina,Sheikh Zayed Rd Junction,,Run firmware reset remotely,no
TRG002402,2026-05-24T01:06:44,harsh,Harsh Driving,high,open,ETMP,Taxi,Niko Johnson,NJ,Arabia Taxi,DXB-B-65782,Jumeirah,Jumeirah Beach Road,122,Log for end-of-shift review,no
TRG000585,2026-05-24T01:06:12,distraction,Driver Distraction,low,stafteesh,DS/Teams,Taxi,Tomas Henderson,TH,Metro Taxi,DXB-M-21700,Downtown Dubai,Financial Center Rd,,Issue formal warning — 2nd offense,no
TRG002020,2026-05-24T01:05:56,signal,No Signal,low,acknowledged,MNVR,Taxi,Luca Smith,LS,Citi Taxi,DXB-L-79235,Dubai Marina,Sheikh Zayed Rd Junction,,Acknowledge — temporary blackout zone,no
TRG001432,2026-05-24T01:05:06,harsh,Harsh Driving,medium,closed,DS/Teams,Taxi,Chidi Morales,CM,Cars Taxi,DXB-I-71261,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,64,Issue coaching alert to driver,no
TRG001800,2026-05-24T01:05:02,harsh,Harsh Driving,low,open,DS/Teams,Taxi,Bruno Bailey,BB,Dubai Taxi Corporation,DXB-M-29358,Al Rashidiya,Rashidiya Metro Rd,69,Escalate to safety review board,no
TRG001224,2026-05-24T01:04:38,fatigue,Driver Fatigue,medium,fined,DS/Teams,Taxi,Hans Taylor,HT,Metro Taxi,DXB-H-17732,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,,Confirm with supervisor & monitor,no
TRG001958,2026-05-24T01:03:56,harsh,Harsh Driving,high,investigation,ETMP,Taxi,David Chavez,DC,Dubai Taxi Corporation,DXB-P-37145,Jumeirah,Umm Suqeim Road,123,Issue coaching alert to driver,no
TRG000068,2026-05-24T01:02:55,camera,Camera Disconnection,medium,open,DS/Teams,Public Bus,Viktor White,VW,Emirates Transport,DXB-B-5083,Al Quoz,Al Asayel Street,,Run firmware reset remotely,no
TRG001544,2026-05-24T01:00:25,distraction,Driver Distraction,low,open,MNVR,Limousine & E-Hail,Thomas Bailey,TB,Genie Limousine,DXB-G-67470,Downtown Dubai,Financial Center Rd,,Schedule supervisor review,no
TRG000227,2026-05-24T00:55:30,harsh,Harsh Driving,low,investigation,MNVR,Limousine & E-Hail,Adrian Sullivan,AS,Careem,DXB-J-16560,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,45,Log for end-of-shift review,no
TRG001236,2026-05-24T00:55:16,harsh,Harsh Driving,medium,open,MNVR,Public Bus,Tunde West,TW,Emirates Transport,DXB-B-5733,Business Bay,Al Abraj Street,78,Escalate to safety review board,no
TRG001716,2026-05-24T00:52:41,harsh,Harsh Driving,high,open,ETMP,Taxi,Theo Cook,TC,Citi Taxi,DXB-P-71692,Downtown Dubai,Mohammed Bin Rashid Blvd,132,Send to Stafteesh for fine assessment,no
TRG001684,2026-05-24T00:52:18,harsh,Harsh Driving,high,closed,MNVR,Taxi,Jack Greene,JG,Cars Taxi,DXB-J-51096,JBR,The Beach Promenade,129,Issue coaching alert to driver,no
TRG000513,2026-05-24T00:52:12,fatigue,Driver Fatigue,high,open,ETMP,Taxi,Takeshi Collins,TC,Dubai Taxi Corporation,DXB-K-21305,Mirdif,Algeria Street,,Instruct driver to take mandatory break,no
TRG002617,2026-05-24T00:50:54,distraction,Driver Distraction,high,closed,MNVR,School Bus,Emil Riley,ER,School Transport Services,DXB-S-4111,Downtown Dubai,Financial Center Rd,,Send live coaching prompt to driver,no
TRG000013,2026-05-24T00:47:22,fatigue,Driver Fatigue,high,closed,ETMP,Hourly Rental,George Willis,GW,Al Naboodah Transport,DXB-Q-74589,Al Rashidiya,Rashidiya Metro Rd,,Override dispatch — pull from rotation,no
TRG002104,2026-05-24T00:46:54,harsh,Harsh Driving,high,investigation,DS/Teams,School Bus,Sven Reynolds,SR,School Transport Services,DXB-S-1548,Dubai Marina,Al Marsa Street,90,Escalate to safety review board,no
TRG001461,2026-05-24T00:46:45,distraction,Driver Distraction,medium,closed,DS/Teams,Taxi,Johan Weaver,JW,Metro Taxi,DXB-R-60082,Al Quoz,Al Khail Road,,Issue formal warning — 2nd offense,no
TRG000099,2026-05-24T00:44:06,distraction,Driver Distraction,medium,fined,ETMP,Limousine & E-Hail,Felix Baker,FB,Careem,DXB-J-51985,Al Barsha,Al Barsha Road,,"Acknowledge — minor, log only",no
TRG000575,2026-05-24T00:43:43,harsh,Harsh Driving,high,open,MNVR,Taxi,Ming Perry,MP,Metro Taxi,DXB-J-58651,Al Barsha,Mall of the Emirates,114,Log for end-of-shift review,no
TRG001036,2026-05-24T00:42:06,harsh,Harsh Driving,low,closed,ETMP,Taxi,Chidi Barnes,CB,Dubai Taxi Corporation,DXB-N-66438,Dubai Sports City,Sports City Boulevard,43,Send to Stafteesh for fine assessment,no
TRG000703,2026-05-24T00:42:00,distraction,Driver Distraction,high,acknowledged,DS/Teams,Marine,Martin Sullivan,MS,Dubai Marine Transport,MAR-714,Dubai Marina,Al Marsa Street,,Issue formal warning — 2nd offense,no
TRG000128,2026-05-24T00:39:48,signal,No Signal,medium,acknowledged,MNVR,Public Bus,Henry Clark,HC,RTA Public Buses,DXB-B-3877,Deira,Baniyas Square,,Acknowledge — temporary blackout zone,no
TRG001642,2026-05-24T00:39:27,idling,Idling,medium,open,MNVR,Limousine & E-Hail,Kwame Jordan,KJ,Hala Rides,DXB-L-38560,Jumeirah,Jumeirah Beach Road,,Send efficiency reminder to driver,no
TRG001675,2026-05-24T00:38:47,fatigue,Driver Fatigue,high,escalated,ETMP,Taxi,David Gonzales,DG,Dubai Taxi Corporation,DXB-I-63892,JBR,Jumeirah Beach Residence,,Override dispatch — pull from rotation,no
TRG002242,2026-05-24T00:38:30,distraction,Driver Distraction,medium,open,ETMP,Taxi,Charles Campbell,CC,National Taxi,DXB-C-54653,Dubai Marina,Al Marsa Street,,Send live coaching prompt to driver,no
TRG000777,2026-05-24T00:37:41,fatigue,Driver Fatigue,high,closed,DS/Teams,Limousine & E-Hail,Julian Ramirez,JR,Genie Limousine,DXB-L-49047,Al Barsha,Al Barsha Road,,Confirm with supervisor & monitor,no
TRG002382,2026-05-24T00:37:37,fatigue,Driver Fatigue,medium,acknowledged,ETMP,Limousine & E-Hail,Adrian Powell,AP,Genie Limousine,DXB-S-44271,Downtown Dubai,Financial Center Rd,,Override dispatch — pull from rotation,no
TRG000408,2026-05-24T00:37:15,idling,Idling,medium,closed,MNVR,Taxi,Johan Adams,JA,Citi Taxi,DXB-C-64216,JBR,The Walk,,Flag for daily review,no
TRG000707,2026-05-24T00:36:19,harsh,Harsh Driving,high,investigation,MNVR,Limousine & E-Hail,Niko Harris,NH,Hala Rides,DXB-D-42952,Dubai Marina,Marina Walk,122,Send to Stafteesh for fine assessment,yes
TRG002687,2026-05-24T00:34:13,distraction,Driver Distraction,high,closed,MNVR,Limousine & E-Hail,Henry Cole,HC,Yango Premium,DXB-T-22228,Jumeirah,Umm Suqeim Road,,Send live coaching prompt to driver,no
TRG002635,2026-05-24T00:33:57,fatigue,Driver Fatigue,medium,acknowledged,MNVR,School Bus,Erik Sullivan,ES,School Transport Services,DXB-S-5669,Business Bay,Al Abraj Street,,Override dispatch — pull from rotation,no
TRG001153,2026-05-24T00:32:53,idling,Idling,low,open,DS/Teams,Limousine & E-Hail,Sergei Collins,SC,Genie Limousine,DXB-Q-88236,Mirdif,Algeria Street,,Acknowledge — within tolerance,no
TRG000641,2026-05-24T00:30:00,harsh,Harsh Driving,medium,closed,MNVR,Marine,Dmitri Burns,DB,Dubai Marine Transport,MAR-413,Al Quoz,Al Khail Road,88,Log for end-of-shift review,no
TRG002571,2026-05-24T00:29:48,camera,Camera Disconnection,medium,escalated,ETMP,Hourly Rental,Bruno Marshall,BM,Hala Rides,DXB-I-81483,Mirdif,Mirdif City Centre Rd,,Run firmware reset remotely,no
TRG002227,2026-05-24T00:29:05,harsh,Harsh Driving,medium,closed,ETMP,Taxi,James Campbell,JC,Arabia Taxi,DXB-P-62083,Mirdif,Tripoli Street,86,Log for end-of-shift review,no
TRG001348,2026-05-24T00:28:38,signal,No Signal,medium,acknowledged,MNVR,Taxi,Ming Perry,MP,Dubai Taxi Corporation,DXB-T-39090,Al Qusais,Damascus Street,,Acknowledge — temporary blackout zone,no
TRG002606,2026-05-24T00:28:37,harsh,Harsh Driving,medium,open,MNVR,School Bus,Hugo Peterson,HP,School Transport Services,DXB-S-1370,Al Quoz,Al Meydan Road,83,Escalate to safety review board,no
TRG001230,2026-05-24T00:27:01,fatigue,Driver Fatigue,high,investigation,ETMP,Taxi,Henry Cole,HC,Arabia Taxi,DXB-D-50144,Jebel Ali,Jebel Ali Free Zone,,Override dispatch — pull from rotation,no
TRG000035,2026-05-24T00:25:39,harsh,Harsh Driving,high,escalated,MNVR,Limousine & E-Hail,Ivan Foster,IF,Uber Fleet,DXB-B-90868,JBR,The Beach Promenade,120,Escalate to safety review board,no
TRG001558,2026-05-24T00:25:18,distraction,Driver Distraction,low,closed,MNVR,Taxi,Thomas Sullivan,TS,Dubai Taxi Corporation,DXB-G-99609,Jumeirah,Jumeirah Beach Road,,Send live coaching prompt to driver,no
TRG000497,2026-05-24T00:21:54,harsh,Harsh Driving,low,open,MNVR,Taxi,Niko Carroll,NC,Metro Taxi,DXB-A-95245,Business Bay,Business Bay Crossing,47,Issue coaching alert to driver,no
TRG000444,2026-05-24T00:21:42,distraction,Driver Distraction,high,closed,MNVR,Taxi,Jack Taylor,JT,Cars Taxi,DXB-E-13656,Business Bay,Al Abraj Street,,Issue formal warning — 2nd offense,no
TRG001276,2026-05-24T00:16:41,signal,No Signal,high,closed,MNVR,Marine,Dmitri Hunt,DH,Dubai Marine Transport,MAR-109,JBR,The Walk,,Acknowledge — temporary blackout zone,yes
TRG002613,2026-05-24T00:15:37,harsh,Harsh Driving,medium,fined,DS/Teams,Hourly Rental,Ming Murphy,MM,Careem,DXB-R-95032,Al Qusais,Al Nahda Road,69,Issue coaching alert to driver,no
TRG001628,2026-05-24T00:12:50,camera,Camera Disconnection,medium,closed,MNVR,Taxi,Stefan Perry,SP,Metro Taxi,DXB-D-52265,Downtown Dubai,Burj Khalifa Blvd,,Escalate to fleet maintenance,no
TRG002384,2026-05-24T00:12:47,fatigue,Driver Fatigue,high,acknowledged,ETMP,School Bus,Peter Holmes,PH,School Transport Services,DXB-S-3383,Jumeirah,Jumeirah Beach Road,,Override dispatch — pull from rotation,no
TRG000853,2026-05-24T00:11:56,fatigue,Driver Fatigue,high,acknowledged,ETMP,Taxi,Takeshi Baker,TB,Metro Taxi,DXB-G-24397,Al Barsha,Mall of the Emirates,,Instruct driver to take mandatory break,no
TRG001572,2026-05-24T00:10:30,distraction,Driver Distraction,high,closed,MNVR,Taxi,Matteo Russell,MR,Dubai Taxi Corporation,DXB-O-64743,Business Bay,Business Bay Crossing,,Schedule supervisor review,no
TRG000622,2026-05-24T00:10:20,signal,No Signal,medium,closed,MNVR,Limousine & E-Hail,Thomas Reed,TR,Uber Fleet,DXB-K-30157,Silicon Oasis,Dubai Silicon Oasis Hub,,Auto-resolve when signal restored,no
TRG000890,2026-05-24T00:09:42,harsh,Harsh Driving,high,investigation,MNVR,Taxi,Mateo Harrison,MH,Citi Taxi,DXB-J-83122,Downtown Dubai,Burj Khalifa Blvd,111,Issue coaching alert to driver,no
TRG002111,2026-05-24T00:07:00,harsh,Harsh Driving,low,open,MNVR,Taxi,Hans Taylor,HT,National Taxi,DXB-P-17319,Deira,Baniyas Square,43,Issue coaching alert to driver,no
TRG000868,2026-05-24T00:06:51,fatigue,Driver Fatigue,high,open,DS/Teams,Taxi,Harry Reed,HR,Dubai Taxi Corporation,DXB-S-31363,Business Bay,Bay Avenue,,Instruct driver to take mandatory break,no
TRG002594,2026-05-24T00:04:18,fatigue,Driver Fatigue,medium,open,DS/Teams,Taxi,Kwame Harrison,KH,Citi Taxi,DXB-T-51882,Jumeirah,Al Wasl Road,,Instruct driver to take mandatory break,no
TRG000401,2026-05-24T00:04:08,distraction,Driver Distraction,medium,fined,ETMP,Hourly Rental,Ming Scott,MS,Hala Rides,DXB-J-88822,Jebel Ali,Jebel Ali Free Zone,,Issue formal warning — 2nd offense,no
TRG000473,2026-05-23T23:59:57,signal,No Signal,medium,investigation,DS/Teams,Public Bus,Matteo Armstrong,MA,RTA Public Buses,DXB-B-7772,Silicon Oasis,Wadi Al Safa St,,Re-establish GPS handshake,no
TRG000499,2026-05-23T23:59:36,distraction,Driver Distraction,low,open,MNVR,Taxi,Edward Hamilton,EH,National Taxi,DXB-M-85257,Jumeirah,Al Wasl Road,,Send live coaching prompt to driver,no
TRG001483,2026-05-23T23:59:04,distraction,Driver Distraction,medium,open,MNVR,Public Bus,Sanjay Scott,SS,RTA Public Buses,DXB-B-1829,Dubai Marina,King Salman Bin Abdulaziz Al Saud St,,"Acknowledge — minor, log only",no
TRG000481,2026-05-23T23:57:11,distraction,Driver Distraction,low,open,DS/Teams,Public Bus,Dmitri Burns,DB,Emirates Transport,DXB-B-7743,Business Bay,Bay Avenue,,Issue formal warning — 2nd offense,no
TRG002582,2026-05-23T23:52:43,idling,Idling,low,open,DS/Teams,Taxi,Henry Rogers,HR,Cars Taxi,DXB-B-64177,Dubai Marina,Marina Walk,,Flag for daily review,no
TRG000616,2026-05-23T23:52:40,fatigue,Driver Fatigue,high,closed,ETMP,Limousine & E-Hail,Jack Greene,JG,Careem,DXB-A-54881,Al Qusais,Damascus Street,,Override dispatch — pull from rotation,no
TRG002287,2026-05-23T23:52:34,idling,Idling,low,escalated,ETMP,Taxi,Charles Peterson,CP,National Taxi,DXB-P-13070,Downtown Dubai,Mohammed Bin Rashid Blvd,,Auto-close — under 5min,no
TRG001087,2026-05-23T23:50:37,idling,Idling,low,closed,MNVR,Taxi,Julian Duncan,JD,National Taxi,DXB-P-38235,Business Bay,Bay Avenue,,Send efficiency reminder to driver,no
TRG002421,2026-05-23T23:50:23,idling,Idling,low,acknowledged,MNVR,Taxi,Mateus Grant,MG,National Taxi,DXB-D-60802,Dubai Marina,Sheikh Zayed Rd Junction,,Acknowledge — within tolerance,no
TRG002781,2026-05-23T23:46:27,fatigue,Driver Fatigue,high,investigation,DS/Teams,Hourly Rental,Marco Owens,MO,Careem,DXB-S-59293,Business Bay,Bay Avenue,,Confirm with supervisor & monitor,no
TRG000973,2026-05-23T23:45:26,idling,Idling,low,closed,MNVR,Taxi,Hans Taylor,HT,National Taxi,DXB-C-39766,Dubai Sports City,Sports City Boulevard,,Auto-close — under 5min,no
TRG000556,2026-05-23T23:40:08,idling,Idling,low,closed,MNVR,Limousine & E-Hail,David Elliott,DE,Careem,DXB-P-31105,Dubai Marina,Sheikh Zayed Rd Junction,,Acknowledge — within tolerance,no
TRG001935,2026-05-23T23:39:14,idling,Idling,low,open,MNVR,Taxi,Julian Wells,JW,National Taxi,DXB-B-48683,Deira,Al Maktoum Road,,Acknowledge — within tolerance,no
TRG002286,2026-05-23T23:38:46,fatigue,Driver Fatigue,medium,investigation,DS/Teams,Limousine & E-Hail,George Murphy,GM,Uber Fleet,DXB-S-26960,Dubai Investment Park,Schoolzone Rd,,Confirm with supervisor & monitor,no
TRG002767,2026-05-23T23:38:42,fatigue,Driver Fatigue,high,closed,DS/Teams,Public Bus,Erik Price,EP,RTA Public Buses,DXB-B-6589,JBR,The Beach Promenade,,Route to nearest rest stop,no
TRG001720,2026-05-23T23:37:59,distraction,Driver Distraction,medium,fined,MNVR,Taxi,Henri Chavez,HC,Cars Taxi,DXB-M-42024,Downtown Dubai,Financial Center Rd,,Issue formal warning — 2nd offense,no
TRG001320,2026-05-23T23:32:08,fatigue,Driver Fatigue,medium,investigation,ETMP,Hourly Rental,Kofi Simmons,KS,Hala Rides,DXB-O-28223,Deira,Baniyas Square,,Instruct driver to take mandatory break,no
TRG002363,2026-05-23T23:31:45,distraction,Driver Distraction,low,closed,DS/Teams,Taxi,Henri Edwards,HE,Arabia Taxi,DXB-G-55337,JBR,The Beach Promenade,,"Acknowledge — minor, log only",no
TRG000332,2026-05-23T23:31:31,camera,Camera Disconnection,high,open,DS/Teams,Limousine & E-Hail,Dmitri Stone,DS,Hala Rides,DXB-F-60241,Al Barsha,Sheikh Zayed Road,,Verify cable connection at next stop,no
TRG002096,2026-05-23T23:31:15,harsh,Harsh Driving,high,acknowledged,DS/Teams,Taxi,George Murphy,GM,Arabia Taxi,DXB-B-81384,Downtown Dubai,Burj Khalifa Blvd,95,Log for end-of-shift review,no
TRG000139,2026-05-23T23:30:57,signal,No Signal,medium,open,DS/Teams,Limousine & E-Hail,Sven Hart,SH,Hala Rides,DXB-G-81902,Deira,Gold Souq Street,,Dispatch tech if persistent >15min,no
TRG002671,2026-05-23T23:29:56,harsh,Harsh Driving,medium,open,DS/Teams,Taxi,Oliver Weaver,OW,Metro Taxi,DXB-T-95943,Al Barsha,Al Barsha Road,71,Issue coaching alert to driver,no
TRG002143,2026-05-23T23:29:15,distraction,Driver Distraction,medium,open,MNVR,Taxi,Tomas Henderson,TH,National Taxi,DXB-A-27433,JBR,Jumeirah Beach Residence,,Schedule supervisor review,no
TRG002544,2026-05-23T23:26:27,harsh,Harsh Driving,medium,investigation,DS/Teams,Public Bus,Carlos Weaver,CW,RTA Public Buses,DXB-B-8256,JBR,The Beach Promenade,63,Log for end-of-shift review,no
TRG001237,2026-05-23T23:24:57,signal,No Signal,high,open,ETMP,Limousine & E-Hail,Kofi Wagner,KW,Hala Rides,DXB-P-13742,Deira,Al Rigga Road,,Acknowledge — temporary blackout zone,no
TRG002598,2026-05-23T23:24:53,distraction,Driver Distraction,medium,open,MNVR,Taxi,Ivan Brooks,IB,Citi Taxi,DXB-F-23126,Mirdif,Tripoli Street,,Schedule supervisor review,no
TRG001562,2026-05-23T23:24:33,fatigue,Driver Fatigue,high,closed,ETMP,Taxi,Wei Payne,WP,Citi Taxi,DXB-D-33356,Business Bay,Al Abraj Street,,Route to nearest rest stop,no
TRG000717,2026-05-23T23:23:50,idling,Idling,low,investigation,DS/Teams,Hourly Rental,George Murphy,GM,Careem,DXB-F-38358,Downtown Dubai,Financial Center Rd,,Send efficiency reminder to driver,no
TRG000171,2026-05-23T23:23:27,harsh,Harsh Driving,high,fined,MNVR,Limousine & E-Hail,David Weaver,DW,Uber Fleet,DXB-E-82238,Dubai Marina,King Salman Bin Abdulaziz Al Saud St,138,Log for end-of-shift review,no
TRG001542,2026-05-23T23:19:05,idling,Idling,low,closed,DS/Teams,Taxi,Peter Stone,PS,Citi Taxi,DXB-M-13053,Al Qusais,Beirut Street,,Send efficiency reminder to driver,no
TRG000671,2026-05-23T23:16:50,camera,Camera Disconnection,high,open,MNVR,Public Bus,Henri Adams,HA,Emirates Transport,DXB-B-3441,JBR,Jumeirah Beach Residence,,Dispatch field tech — recurring issue,no
TRG001754,2026-05-23T23:16:00,fatigue,Driver Fatigue,low,open,MNVR,Limousine & E-Hail,Jack Cruz,JC,Genie Limousine,DXB-R-30540,JBR,Jumeirah Beach Residence,,Route to nearest rest stop,no
TRG000874,2026-05-23T23:15:57,harsh,Harsh Driving,high,open,DS/Teams,Hourly Rental,Jack Campbell,JC,Al Naboodah Transport,DXB-M-36408,Dubai Sports City,Hessa Street,119,Send to Stafteesh for fine assessment,no
TRG002685,2026-05-23T23:15:56,idling,Idling,low,open,ETMP,Limousine & E-Hail,Felix Ramos,FR,Hala Rides,DXB-P-97318,Al Rashidiya,Nadd Al Hamar Rd,,Auto-close — under 5min,no
TRG002388,2026-05-23T23:14:50,distraction,Driver Distraction,medium,acknowledged,MNVR,School Bus,David Weaver,DW,School Transport Services,DXB-S-6011,Deira,Al Maktoum Road,,Send live coaching prompt to driver,no
TRG002322,2026-05-23T23:10:55,distraction,Driver Distraction,medium,closed,DS/Teams,Taxi,Sipho Morales,SM,Citi Taxi,DXB-L-11601,Dubai Investment Park,Green Community,,Issue formal warning — 2nd offense,no
TRG000407,2026-05-23T23:05:55,harsh,Harsh Driving,high,open,DS/Teams,Limousine & E-Hail,Niko Powell,NP,Hala Rides,DXB-K-34651,Al Qusais,Damascus Street,140,Log for end-of-shift review,no
TRG001330,2026-05-23T23:04:59,fatigue,Driver Fatigue,medium,fined,ETMP,Taxi,Emil Riley,ER,National Taxi,DXB-P-34311,JBR,The Walk,,Route to nearest rest stop,no
TRG001120,2026-05-23T23:02:14,signal,No Signal,high,fined,ETMP,Hourly Rental,Wei Stevens,WS,Al Naboodah Transport,DXB-I-39164,Jumeirah,Al Wasl Road,,Re-establish GPS handshake,no
TRG000728,2026-05-23T23:00:47,fatigue,Driver Fatigue,medium,stafteesh,MNVR,Public Bus,James Campbell,JC,Emirates Transport,DXB-B-8562,JBR,Jumeirah Beach Residence,,Confirm with supervisor & monitor,no
